id,predicciones
155,8613.74
156,6451.321
157,12633.871
158,8592.787
159,7909.8584
160,11766.706
161,8277.119
162,6774.7334
163,8253.037
164,8238.26
165,7005.0073
166,28265.826
167,11789.091
168,11511.353
169,13696.919
170,10063.689
171,12066.442
172,24377.057
173,7947.1187
174,8853.643
175,7330.0176
176,11468.771
177,12771.232
178,9705.817
179,9212.345
180,10311.429
181,7777.787
182,9791.387
183,10059.512
184,7320.5303
185,9937.027
186,7420.231
187,7383.252
188,8813.799
189,9882.36
190,8944.933
191,9274.619
192,7977.3228
193,6701.1807
194,21942.832
195,14536.104
196,10130.771
197,10332.195
198,11124.593
199,8196.777
200,10463.629
201,7874.5166
202,8646.582
203,8339.247
204,11836.484
205,8996.152
206,8418.311
207,13194.442
208,11062.071
209,9462.964
210,8250.623
211,9413.729
212,8095.619
213,7915.498
214,10771.625
215,8550.362
216,9859.731
217,8559.245
218,12181.389
219,8481.071
220,7852.9956
221,9072.423
222,7902.726
223,13429.272
224,7777.5166
225,11027.317
226,14582.005
227,8387.27
228,14659.167
229,17377.268
230,8137.4834
231,10912.442
232,14493.432
233,7682.6406
234,8788.606
235,6702.578
236,15074.353
237,8207.388
238,9614.499
239,11229.087
240,8167.373
241,9129.354
242,9412.216
243,8351.203
244,7748.575
245,8984.309
246,11403.991
247,21405.533
248,17729.207
249,6712.4233
250,13958.382
251,10870.929
252,6698.176
253,14005.28
254,7614.5938
255,7526.4004
256,10240.563
257,18692.73
258,20932.566
259,7310.4316
260,15335.72
261,10269.088
262,9380.607
263,10770.482
264,7678.2886
265,14644.454
266,15995.987
267,8132.706
268,10453.394
269,9002.386
270,14921.278
271,8407.534
272,10436.309
273,12163.971
274,6829.5903
275,11881.117
276,8812.645
277,11880.942
278,15962.892
279,17185.389
280,10315.174
281,8707.613
282,11242.987
283,15412.618
284,9199.103
285,17808.926
286,12185.131
287,11248.993
288,9065.515
289,7847.358
290,7717.3823
291,6389.0684
292,10055.908
293,12624.8545
294,8066.406
295,14988.942
296,14673.627
297,8780.88
298,19105.363
299,14577.33
300,9543.334
301,7625.0767
302,7602.298
303,7563.3394
304,7513.4766
305,6470.7905
306,8392.814
307,9353.7295
308,8999.294
309,7585.556
310,8877.756
311,7821.337
312,7737.9517
313,31875.82
314,11834.874
315,8599.792
316,12089.683
317,10188.925
318,24200.717
319,6361.6143
320,16809.121
321,17433.707
322,8977.533
323,6619.142
324,11432.056
325,8121.239
326,12340.139
327,8508.838
328,16011.647
329,12555.443
330,13755.331
331,10908.49
332,8749.519
333,18234.387
334,8916.449
335,11003.375
336,7747.549
337,13286.726
338,8939.853
339,12287.614
340,8401.896
341,8402.602
342,8950.546
343,6030.7725
344,10479.227
345,8950.0
346,9146.738
347,12378.53
348,12851.59
349,12389.116
350,7293.318
351,14470.611
352,9097.34
353,10498.957
354,9239.907
355,7911.3306
356,9519.198
357,8251.763
358,7676.141
359,8307.024
360,12417.931
361,11871.343
362,7438.1357
363,18550.754
364,8233.83
365,9689.155
366,11015.908
367,6920.177
368,14536.277
369,10752.271
370,12545.254
371,7499.5703
372,13748.06
373,9390.06
374,7683.471
375,11347.965
376,7906.5483
377,31272.152
378,7608.966
379,9962.779
380,14273.71
381,10106.725
382,6257.536
383,8805.252
384,9170.377
385,8216.949
386,11156.427
387,10119.985
388,9854.107
389,8364.286
390,7009.929
391,7690.849
392,10147.294
393,11361.792
394,9118.759
395,13508.462
396,15817.748
397,10018.6455
398,11994.475
399,7818.7373
400,8543.003
401,11561.987
402,8538.247
403,8408.478
404,17068.725
405,25105.096
406,12514.488
407,13771.521
408,15341.279
409,8494.712
410,19107.89
411,12796.998
412,7418.9297
413,8374.025
414,9809.486
415,10735.922
416,10144.625
417,10167.55
418,9987.405
419,8368.667
420,9661.28
421,27821.455
422,8248.202
423,9865.0625
424,7654.0557
425,6924.1455
426,9407.303
427,8915.693
428,9854.536
429,7448.489
430,10465.725
431,10233.991
432,12693.729
433,10230.046
434,7388.4375
435,10037.433
436,16617.566
437,9250.9795
438,8811.405
439,8070.2095
440,6788.203
441,10728.404
442,8679.894
443,9807.672
444,10378.396
445,11482.637
446,9050.93
447,9431.097
448,8667.34
449,8364.674
450,10673.431
451,8803.234
452,10177.035
453,12094.248
454,11520.938
455,9429.2
456,9932.616
457,8548.669
458,7522.1426
459,12599.752
460,9158.963
461,25667.332
462,10616.574
463,8240.435
464,8137.7246
465,8147.359
466,9375.382
467,14739.149
468,11472.856
469,7706.327
470,12078.602
471,10882.906
472,7922.0093
473,9157.145
474,6644.9336
475,8812.157
476,11030.882
477,8719.504
478,8382.892
479,8438.615
480,12263.42
481,15035.609
482,12712.78
483,7313.419
484,11616.802
485,8868.474
486,6677.5312
487,6462.4463
488,13814.345
489,7726.785
490,10246.949
491,9233.679
492,46815.277
493,10796.848
494,8105.5225
495,8335.488
496,9812.697
497,8471.761
498,12121.999
499,7737.3384
500,6550.928
501,8351.9
502,9932.009
503,7976.2637
504,7625.72
505,10207.686
506,27291.492
507,12148.109
508,12809.476
509,11541.373
510,7899.687
511,7619.8965
512,14052.019
513,12841.84
514,10472.696
515,7548.651
516,8891.94
517,7049.8115
518,15824.376
519,9449.394
520,17738.916
521,8426.367
522,14134.543
523,8150.64
524,11580.15
525,8590.2
526,8898.103
527,59395.027
528,12294.406
529,8996.567
530,7601.4185
531,21193.877
532,8343.117
533,13917.42
534,9730.319
535,8705.341
536,10558.03
537,9246.797
538,7298.445
539,8934.242
540,7891.488
541,8988.446
542,8562.81
543,16304.511
544,9145.37
545,8307.498
546,8812.136
547,8097.3257
548,8351.1
549,9246.834
550,7355.942
551,7369.906
552,7149.754
553,7283.2583
554,9009.251
555,7291.3706
556,8561.954
557,12379.402
558,10800.811
559,9794.728
560,15658.97
561,15231.781
562,11728.75
563,14381.1455
564,12355.556
565,11272.589
566,7440.245
567,8859.773
568,13590.809
569,9045.542
570,8594.313
571,9752.122
572,16063.074
573,11395.334
574,8183.8193
575,7405.3105
576,7594.66
577,34484.73
578,24680.79
579,7273.416
580,12139.103
581,8003.3525
582,8210.331
583,18606.178
584,9344.695
585,8600.68
586,8142.92
587,11871.698
588,10580.491
589,11010.47
590,11113.09
591,10862.6045
592,18919.24
593,9704.983
594,27640.959
595,16387.992
596,8780.117
597,9710.404
598,17295.55
599,7777.0513
600,14903.334
601,6849.4287
602,11566.408
603,8455.914
604,14414.946
605,8297.106
606,7675.3037
607,8451.945
608,9076.239
609,9637.082
610,7907.429
611,17864.56
612,6879.2295
613,8671.032
614,8167.8354
615,49992.402
616,8279.659
617,9167.423
618,8761.674
619,6974.1787
620,8232.446
621,9030.051
622,9841.202
623,10323.561
624,8199.528
625,7219.584
626,13883.6
627,15350.329
628,11107.977
629,8759.158
630,12987.605
631,9505.969
632,10565.044
633,9485.186
634,8479.96
635,6823.787
636,9883.652
637,7279.0874
638,8275.958
639,10208.026
640,8911.778
641,36857.664
642,15788.974
643,7832.5967
644,6731.459
645,11778.94
646,7826.162
647,8745.656
648,9432.434
649,8528.225
650,7966.1465
651,12232.198
652,12428.039
653,10872.401
654,7291.76
655,13582.87
656,7998.6855
657,12720.033
658,6975.671
659,13331.983
660,8254.312
661,8373.294
662,20886.342
663,7372.3516
664,8208.9375
665,8252.932
666,6922.5386
667,7543.9795
668,12743.202
669,7478.093
670,7271.4136
671,8485.648
672,8454.393
673,8487.682
674,8564.895
675,7160.228
676,8034.8916
677,16353.039
678,8760.829
679,14713.556
680,9412.297
681,8339.84
682,10376.993
683,7100.994
684,9412.071
685,7407.926
686,9050.073
687,8047.4893
688,10364.604
689,14713.556
690,8825.743
691,8414.843
692,7437.7227
693,8859.329
694,7053.162
695,9408.601
696,11240.208
697,15218.251
698,8853.475
699,13803.423
700,11274.539
701,28725.986
702,9773.189
703,8097.9175
704,7858.6094
705,20542.105
706,8775.204
707,7617.6777
708,16024.11
709,8259.146
710,13481.048
711,10424.195
712,12176.172
713,10497.625
714,10525.251
715,9116.2
716,12323.549
717,8497.058
718,8812.468
719,10100.907
720,10766.048
721,7398.4604
722,8651.105
723,18479.494
724,17045.592
725,8714.679
726,12977.9795
727,12355.636
728,10749.807
729,8760.875
730,11964.022
731,8603.577
732,9424.093
733,9316.811
734,8316.218
735,8932.181
736,7932.305
737,10543.457
738,7548.771
739,8935.093
740,7864.9805
741,11321.273
742,10026.938
743,11888.266
744,6923.0767
745,7940.947
746,16594.889
747,7183.703
748,8259.146
749,10928.861
750,12386.091
751,8642.638
752,12977.013
753,10646.88
754,33614.49
755,9902.064
756,8552.625
757,9130.265
758,7590.779
759,8341.25
760,8714.139
761,8403.933
762,7608.3887
763,8187.271
764,13810.34
765,8173.0684
766,8137.4956
767,7615.6245
768,10964.115
769,19051.6
770,9985.708
771,8407.971
772,10236.074
773,10140.512
774,8404.161
775,9211.989
776,10335.266
777,8328.403
778,13072.417
779,8766.823
780,11797.258
781,9129.354
782,8980.33
783,7997.8896
784,23228.676
785,10335.682
786,12873.8955
787,8482.2295
788,9856.342
789,9000.152
790,8591.579
791,9686.538
792,8545.431
793,9055.577
794,8347.654
795,32394.504
796,7917.8843
797,8297.882
798,7711.824
799,10294.379
800,7923.0327
801,9206.588
802,7950.093
803,20986.838
804,7278.8477
805,7010.765
806,8384.498
807,12398.537
808,8790.491
809,8724.259
810,10563.175
811,13284.997
812,36285.586
813,9085.752
814,6711.8506
815,8845.2
816,8921.746
817,10649.694
818,22601.732
819,15957.421
820,7410.113
821,9322.737
822,10711.508
823,8170.4165
824,7915.1416
825,6973.915
826,12699.724
827,7529.748
828,10678.649
829,8157.761
830,8242.676
831,9125.826
832,8772.06
833,7780.7256
834,9728.005
835,7920.7686
836,9193.236
837,13209.591
838,14380.942
839,9015.325
840,9116.477
841,9886.308
842,10038.384
843,8342.665
844,8422.912
845,10578.078
846,7780.373
847,15363.867
848,7620.243
849,8664.952
850,8118.432
851,10964.115
852,9286.157
853,8653.414
854,7745.853
855,8774.169
856,6772.7036
857,10989.275
858,9160.627
859,8852.07
860,12382.71
861,8626.961
862,8931.33
863,10976.594
864,13458.885
865,7385.3115
866,6421.13
867,9285.902
868,8277.817
869,9975.046
870,8856.6455
871,11554.685
872,7070.551
873,8701.422
874,10919.715
875,12181.483
876,7252.2793
877,9744.868
878,9250.969
879,13262.251
880,7733.3066
881,10842.263
882,8957.451
883,7986.077
884,7365.6406
885,8229.328
886,8899.195
887,11264.105
888,19109.814
889,8698.046
890,9336.948
891,8807.335
892,8303.684
893,9485.902
894,7231.8423
895,12426.954
896,16705.428
897,11280.684
898,7973.751
899,7055.8555
900,9948.078
901,7770.782
902,8047.498
903,6710.0967
904,11014.981
905,7484.2603
906,10206.408
907,10206.802
908,19194.611
909,10239.93
910,10275.601
911,9270.777
912,8954.086
913,13373.858
914,8616.915
915,19140.547
916,11239.062
917,13863.732
918,10130.578
919,9523.083
920,20312.31
921,8662.604
922,18076.69
923,11449.598
924,15152.101
925,10250.832
926,9121.135
927,11099.532
928,15103.963
929,9124.016
930,10054.217
931,7461.116
932,17319.543
933,8388.943
934,7807.184
935,13796.358
936,20663.191
937,7301.595
938,8437.115
939,6327.558
940,11024.954
941,13454.798
942,21228.191
943,11858.751
944,9813.165
945,11715.176
946,8380.507
947,14796.808
948,5930.936
949,11228.422
950,10119.646
951,8372.198
952,7676.141
953,7518.7783
954,8683.855
955,7333.031
956,8710.33
957,11596.605
958,10936.281
959,11268.827
960,12326.088
961,8099.234
962,46700.87
963,9262.143
964,7431.158
965,7606.5537
966,20146.387
967,12603.257
968,7156.5615
969,7235.73
970,7665.783
971,6745.1226
972,8866.172
973,7314.438
974,6851.026
975,20927.363
976,8324.161
977,8555.691
978,8374.15
979,8027.565
980,8087.8364
981,15949.884
982,9639.172
983,7829.785
984,7861.55
985,16450.828
986,8260.703
987,16398.283
988,7581.039
989,7991.794
990,10935.77
991,17523.22
992,35501.06
993,9714.398
994,8175.31
995,15136.98
996,13055.691
997,7988.6978
998,8083.4795
999,8999.901
1000,8148.9404
1001,7694.5005
1002,8698.74
1003,8515.693
1004,9805.568
1005,11259.516
1006,13160.132
1007,10769.169
1008,8538.247
1009,12244.654
1010,9836.311
1011,8562.594
1012,11298.325
1013,8276.413
1014,8209.692
1015,14034.958
1016,9830.345
1017,7575.969
1018,7668.3286
1019,11041.028
1020,7833.233
1021,7955.1177
1022,10131.471
1023,13002.694
1024,7311.9873
1025,8300.416
1026,7529.5044
1027,6423.1763
1028,7684.254
1029,9046.22
1030,9342.545
1031,12596.728
1032,8915.674
1033,8947.348
1034,10885.587
1035,32747.762
1036,12132.602
1037,24532.182
1038,7581.0127
1039,13616.95
1040,16671.664
1041,7306.2593
1042,6731.6226
1043,15103.957
1044,10916.761
1045,8743.984
1046,11366.589
1047,12397.311
1048,7451.5684
1049,11793.329
1050,10409.663
1051,8375.913
1052,8513.888
1053,12292.264
1054,11407.722
1055,7157.325
1056,7364.0444
1057,6997.288
1058,9094.841
1059,11519.807
1060,15931.987
1061,7472.4326
1062,7506.1206
1063,28851.209
1064,13523.795
1065,10149.064
1066,7896.9556
1067,7790.5264
1068,8380.156
1069,7646.7505
1070,8974.767
1071,7338.245
1072,26257.65
1073,13244.545
1074,10398.578
1075,9280.855
1076,9341.462
1077,6881.5796
1078,8723.303
1079,7669.318
1080,8046.64
1081,13863.006
1082,7398.6025
1083,8246.602
1084,7792.6255
1085,7442.9287
1086,12503.366
1087,15951.753
1088,7858.6094
1089,10019.663
1090,7699.4917
1091,13755.345
1092,14994.402
1093,7646.62
1094,6806.5474
1095,9544.048
1096,8647.58
1097,9591.894
1098,7978.4214
1099,7027.4233
1100,8056.3706
1101,10033.95
1102,10589.247
1103,7152.14
1104,7620.2324
1105,20839.459
1106,7187.2124
1107,8485.965
1108,11188.373
1109,15266.729
1110,14710.408
1111,10358.6875
1112,9825.788
1113,7927.6836
1114,8654.663
1115,18911.158
1116,8205.579
1117,7767.151
1118,8270.244
1119,7743.684
1120,7882.6235
1121,8371.864
1122,8315.294
1123,15555.625
1124,12276.446
1125,18337.3
1126,7713.139
1127,8525.899
1128,10993.738
1129,7906.289
1130,10784.708
1131,8376.434
1132,8602.075
1133,17547.559
1134,9886.308
1135,8555.522
1136,8230.355
1137,21525.838
1138,13578.172
1139,8452.134
1140,11807.377
1141,7075.5815
1142,8281.96
1143,8615.969
1144,25255.174
1145,11604.394
1146,10928.983
1147,16180.304
1148,8196.763
1149,8932.863
1150,10872.879
1151,14136.963
1152,9485.095
1153,9593.545
1154,7832.782
1155,8393.716
1156,10264.798
1157,7709.8047
1158,16310.181
1159,23303.564
1160,9176.213
1161,10731.3545
1162,8490.452
1163,13026.265
1164,7475.4624
1165,7342.3203
1166,20439.506
1167,7756.118
1168,8842.836
1169,11243.88
1170,8125.6626
1171,7381.4946
1172,14032.208
1173,9022.075
1174,8374.4375
1175,9317.453
1176,7637.6514
1177,8591.264
1178,10068.918
1179,10181.405
1180,8567.702
1181,7064.2817
1182,10455.445
1183,8151.917
1184,8096.412
1185,8413.058
1186,7244.297
1187,7436.014
1188,13043.557
1189,8390.89
1190,11198.21
1191,21387.41
1192,8427.503
1193,7431.8027
1194,8485.297
1195,10544.622
1196,10914.076
1197,7792.194
1198,6909.459
1199,8954.667
1200,8848.99
1201,45662.32
1202,7327.187
1203,7916.8794
1204,10366.231
1205,7961.036
1206,8837.205
1207,8213.985
1208,26704.281
1209,7612.245
1210,40746.473
1211,6736.006
1212,11928.527
1213,8552.463
1214,7328.8413
1215,19254.629
1216,12863.771
1217,7498.7256
1218,8877.838
1219,7153.3115
1220,7401.6577
1221,11299.782
1222,8240.748
1223,23793.24
1224,11130.735
1225,8769.597
1226,8945.611
1227,8389.448
1228,9093.295
1229,7147.126
1230,7997.067
1231,7953.7915
1232,8950.0
1233,11286.554
1234,8493.113
1235,7483.536
1236,10998.969
1237,10310.564
1238,11941.105
1239,9112.849
1240,6786.7734
1241,6621.7783
1242,12367.551
1243,7878.64
1244,10839.327
1245,10678.253
1246,13152.288
1247,9220.35
1248,6361.6143
1249,7204.671
1250,38884.56
1251,7909.8584
1252,22252.686
1253,7954.6553
1254,8241.361
1255,8755.535
1256,8308.61
1257,8001.6934
1258,7231.8643
1259,10157.468
1260,13077.099
1261,9265.025
1262,9779.812
1263,16347.115
1264,9255.795
1265,10612.336
1266,10799.035
1267,8991.358
1268,9521.2
1269,7667.336
1270,7239.7144
1271,11260.835
1272,8820.177
1273,7748.7715
1274,7818.13
1275,14218.322
1276,6838.2227
1277,8364.871
1278,7477.964
1279,8424.4375
1280,32671.898
1281,7210.37
1282,8148.7427
1283,9635.052
1284,10573.994
1285,8096.9067
1286,7133.7695
1287,35558.87
1288,9755.785
1289,9161.07
1290,11169.706
1291,8298.306
1292,13399.911
1293,10722.603
1294,6357.9575
1295,7478.7207
1296,19046.1
1297,12771.209
1298,7686.5767
1299,29317.504
1300,8245.336
1301,7911.4023
1302,8684.104
1303,7941.1465
1304,9222.9375
1305,17106.557
1306,7631.4717
1307,11292.472
1308,17251.209
1309,8189.318
1310,8172.9795
1311,6772.548
1312,7445.6157
1313,9323.711
1314,9014.529
1315,11166.813
1316,8971.606
1317,8006.013
1318,10933.264
1319,10651.532
1320,7448.1533
1321,9376.514
1322,9054.638
1323,8505.582
1324,30232.021
1325,6239.0
1326,7780.9746
1327,8138.1694
1328,9903.193
1329,11039.819
1330,10537.08
1331,6357.9575
1332,9143.316
1333,8499.57
1334,7181.8867
1335,8220.491
1336,7134.124
1337,11224.6
1338,16768.648
1339,8136.3247
1340,9898.336
1341,10588.472
1342,15896.992
1343,8283.559
1344,10345.23
1345,11854.32
1346,11339.288
1347,16642.555
1348,17400.21
1349,8997.077
1350,7877.45
1351,8907.635
1352,11217.76
1353,7016.8047
1354,6451.321
1355,8950.486
1356,7935.679
1357,9762.941
1358,8709.545
1359,15978.621
1360,9802.381
1361,12330.735
1362,10614.017
1363,9992.845
1364,18231.475
1365,60246.125
1366,7531.1396
1367,11024.563
1368,10802.09
1369,15485.509
1370,17575.408
1371,8614.489
1372,7642.177
1373,8288.56
1374,8890.931
1375,7769.86
1376,10518.514
1377,8340.414
1378,7619.7524
1379,7566.106
1380,10741.697
1381,17074.115
1382,9118.8
1383,9173.507
1384,9301.735
1385,7745.1235
1386,8395.859
1387,16180.304
1388,13949.22
1389,7185.8477
1390,10386.463
1391,8147.0967
1392,7862.655
1393,8658.639
1394,9895.74
1395,8131.6206
1396,7084.8096
1397,9084.313
1398,7811.1855
1399,8399.919
1400,9213.953
1401,8135.479
1402,7614.9653
1403,9696.622
1404,8333.816
1405,17080.875
1406,8294.616
1407,7079.602
1408,12415.468
1409,10439.02
1410,9372.535
1411,15878.899
1412,13597.644
1413,11190.613
1414,7360.098
1415,16366.729
1416,35852.203
1417,8849.288
1418,30378.666
1419,8259.483
1420,40531.613
1421,9610.965
1422,7037.314
1423,10736.064
1424,8083.161
1425,10059.533
1426,20397.084
1427,12358.388
1428,26383.852
1429,8546.233
1430,9178.44
1431,7016.3267
1432,11852.479
1433,12704.742
1434,8734.064
1435,7573.669
1436,11631.321
1437,12616.292
1438,22687.639
1439,13315.808
1440,8100.0454
1441,12457.861
1442,11121.96
1443,11529.704
1444,13902.296
1445,9319.114
1446,9757.075
1447,7399.5405
1448,10424.868
1449,10406.281
1450,10891.526
1451,11627.06
1452,16477.84
1453,9305.51
1454,11918.444
1455,12300.044
1456,11348.587
1457,10896.737
1458,8484.897
1459,8634.715
1460,14583.662
1461,11762.2295
1462,9301.948
1463,9177.596
1464,9230.643
1465,7438.4443
1466,6956.5693
1467,8794.126
1468,9770.033
1469,18038.148
1470,7239.1533
1471,27810.443
1472,9071.729
1473,7019.5244
1474,8380.884
1475,7826.162
1476,9851.821
1477,7875.5327
1478,8095.079
1479,10415.211
1480,9334.059
1481,20555.62
1482,10267.65
1483,10834.966
1484,8399.505
1485,9386.843
1486,7202.4062
1487,17594.002
1488,8636.757
1489,7121.863
1490,6643.4033
1491,8161.1914
1492,7033.835
1493,10588.388
1494,18088.275
1495,13981.509
1496,8861.873
1497,7557.3447
1498,7795.2285
1499,8070.5356
1500,8464.562
1501,11044.616
1502,6155.9443
1503,7559.2627
1504,12840.724
1505,9789.794
1506,7535.385
1507,7343.345
1508,8429.011
1509,6360.8164
1510,8573.454
1511,11595.79
1512,10414.692
1513,17504.684
1514,10093.229
1515,8278.042
1516,10691.476
1517,28812.246
1518,9138.506
1519,12758.691
1520,7327.7275
1521,9342.938
1522,7850.3423
1523,18220.385
1524,7656.5093
1525,7639.1826
1526,7845.634
1527,10227.658
1528,13502.517
1529,7984.3257
1530,9033.571
1531,7487.92
1532,8357.871
1533,12015.677
1534,11592.321
1535,6567.6436
1536,8736.142
1537,6133.523
1538,7945.3843
1539,7372.4517
1540,7478.7407
1541,9292.044
1542,8530.42
1543,12264.09
1544,10560.223
1545,7331.152
1546,7334.526
1547,10690.117
1548,10320.701
1549,10064.8545
1550,6812.3364
1551,9066.941
1552,8924.279
1553,8619.85
1554,7881.19
1555,8152.504
1556,9486.232
1557,8533.234
1558,7618.9287
1559,8072.5215
1560,7546.2393
1561,11273.393
1562,15988.46
1563,9714.998
1564,8827.422
1565,10105.864
1566,8384.739
1567,9672.426
1568,8638.538
1569,8243.21
1570,7437.6626
1571,9836.927
1572,8184.0586
1573,9640.35
1574,8029.5107
1575,8753.425
1576,8035.1924
1577,14683.089
1578,7552.0596
1579,8417.438
1580,7576.886
1581,8284.131
1582,12333.022
1583,9123.353
1584,7980.506
1585,8333.804
1586,7595.7856
1587,9158.963
1588,8711.048
1589,10907.82
1590,13467.825
1591,8717.465
1592,6689.561
1593,13641.143
1594,8719.968
1595,8025.836
1596,10374.7
1597,8208.159
1598,9185.437
1599,7954.9106
1600,7682.5986
1601,8038.5605
1602,15118.885
1603,10293.672
1604,10887.666
1605,6708.388
1606,10342.374
1607,7720.794
1608,8843.842
1609,12253.977
1610,12189.122
1611,10629.78
1612,9724.393
1613,7134.0503
1614,9064.634
1615,7083.612
1616,8597.732
1617,9216.088
1618,8952.518
1619,11701.138
1620,9870.304
1621,8472.99
1622,13259.776
1623,13792.731
1624,8414.43
1625,10623.831
1626,8630.891
1627,12612.587
1628,9191.009
1629,13469.934
1630,8235.943
1631,6926.364
1632,7787.2183
1633,14984.735
1634,10940.816
1635,10558.03
1636,14703.138
1637,9794.325
1638,7769.5347
1639,8487.732
1640,10810.079
1641,8252.663
1642,11599.745
1643,8871.862
1644,7617.6777
1645,8740.172
1646,7313.521
1647,10387.463
1648,10086.141
1649,7562.3965
1650,8841.991
1651,7981.321
1652,8395.988
1653,8371.449
1654,6436.1533
1655,8571.398
1656,8797.78
1657,9966.565
1658,7440.8145
1659,9397.23
1660,17575.408
1661,8605.275
1662,7578.858
1663,7262.2163
1664,10365.5625
1665,6211.312
1666,27717.812
1667,8067.7964
1668,10175.788
1669,11355.935
1670,8552.793
1671,8321.412
1672,7376.5884
1673,8912.144
1674,7525.163
1675,38896.36
1676,8771.927
1677,8216.492
1678,9028.013
1679,6423.1763
1680,7524.932
1681,9438.482
1682,17949.875
1683,7451.543
1684,14296.641
1685,8492.16
1686,9307.552
1687,8579.326
1688,7596.815
1689,8760.675
1690,9787.375
1691,9578.419
1692,9818.124
1693,7730.762
1694,7760.679
1695,8326.48
1696,16397.652
1697,10232.264
1698,8109.547
1699,13437.515
1700,8310.812
1701,30211.05
1702,9819.236
1703,11215.213
1704,8496.525
1705,8554.853
1706,11492.905
1707,8624.329
1708,13549.53
1709,10623.026
1710,7590.779
1711,7615.5605
1712,7594.66
1713,7936.551
1714,7186.6816
1715,7472.6353
1716,10982.395
1717,12154.274
1718,8744.037
1719,9170.979
1720,7737.9517
1721,8147.359
1722,10038.062
1723,12846.703
1724,10498.354
1725,8746.795
1726,7865.8457
1727,7529.736
1728,8697.97
1729,7656.343
1730,11821.63
1731,29498.82
1732,7686.7056
1733,9408.246
1734,8504.407
1735,8929.9
1736,17782.74
1737,20999.955
1738,7993.5854
1739,9370.831
1740,10880.569
1741,16657.328
1742,9160.826
1743,9315.05
1744,11944.246
1745,12485.828
1746,12699.724
1747,11822.962
1748,7708.4688
1749,9131.02
1750,9868.957
1751,17123.271
1752,9057.887
1753,13091.824
1754,7535.01
1755,10366.611
1756,7697.8267
1757,8355.719
1758,17458.258
1759,7465.306
1760,15507.232
1761,9887.051
1762,13123.929
1763,10316.6045
1764,10695.223
1765,8924.756
1766,11684.512
1767,21027.559
1768,7107.998
1769,12518.596
1770,10657.878
1771,7856.293
1772,7862.655
1773,7821.687
1774,9924.857
1775,9106.693
1776,7462.951
1777,10442.83
1778,7784.9
1779,9191.293
1780,9224.05
1781,13422.051
1782,7879.868
1783,10679.74
1784,7630.485
1785,11315.1
1786,8778.8
1787,12744.967
1788,7515.081
1789,14943.467
1790,10560.344
1791,10434.294
1792,10231.695
1793,12977.869
1794,11429.192
1795,9920.787
1796,10620.573
1797,6798.273
1798,8924.125
1799,8771.516
1800,10087.507
1801,20663.191
1802,8123.099
1803,8700.853
1804,8897.425
1805,8319.277
1806,7679.128
1807,8622.965
1808,9054.549
1809,9344.052
1810,9463.156
1811,9231.013
1812,6971.9585
1813,8841.65
1814,15658.926
1815,11251.205
1816,9585.703
1817,11943.158
1818,7520.445
1819,11152.958
1820,10533.666
1821,9257.005
1822,7348.054
1823,7461.412
1824,9398.502
1825,7561.21
1826,7278.8545
1827,9035.321
1828,9626.688
1829,7825.829
1830,7373.28
1831,7652.1997
1832,9135.931
1833,13092.171
1834,10293.229
